# synodal-gold-refit.tsv — accent-paradigm refits of registered lexemes from their Alypy
# tables (cargo xtask synodal-gold refit). One row per lexeme and per residue cell.
lexeme_id	lemma	status	rules	cleared	blocked	residue	detail
synodal:noun:selo	село	fit	noun:dual:accusative,nominative,vocative|ending-vowel-from-end:0|kamora;noun:dual:dative,instrumental|ending-vowel-from-end:1|acute;noun:dual:genitive,locative|ending-vowel-from-end:0|acute;noun:plural:dative|ending-vowel-from-end:0|acute;noun:plural:genitive,instrumental|stem-vowel-from-start:0|acute;noun:singular:dative,instrumental|ending-vowel-from-end:0|acute	8	0	0	
synodal:noun:spirit	дꙋхъ	unfit		0	0	14	
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|nominative:singular::::	the class generates no candidate cell (printed дꙋ́хъ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|dative:singular::::	the class generates no candidate cell (printed дꙋ́хꙋ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|accusative:singular::::	the class generates no candidate cell (printed а / дꙋ́хъ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|locative:singular::::	the class generates no candidate cell (printed дꙋ́сѣ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|vocative:singular::::	the class generates no candidate cell (printed дꙋ́ше)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|nominative+accusative+vocative:dual::::	the class generates no candidate cell (printed дꙋ̑ха)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|genitive+locative:dual::::	the class generates no candidate cell (printed дꙋ̑хꙋ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|dative+instrumental:dual::::	the class generates no candidate cell (printed дꙋ́хома)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|nominative+vocative:plural::::	the class generates no candidate cell (printed дꙋ́си)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|genitive:plural::::	the class generates no candidate cell (printed дꙋхѡ́въ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|dative:plural::::	the class generates no candidate cell (printed дꙋхѡ́мъ)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|accusative:plural::::	the class generates no candidate cell (printed дꙋ́хи)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|instrumental:plural::::	the class generates no candidate cell (printed дꙋ́хи)
synodal:noun:spirit	дꙋхъ	residue				§34. Образцы 1-го склонения|p034.htm|2|дꙋ́х-ъ|Твердое склонение на гортанный|locative:plural::::	the class generates no candidate cell (printed дꙋ́сѣхъ)
synodal:noun:svekry	свекры	fit	noun:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:1|acute	3	0	0	
synodal:noun:tsar	царь	partial	noun:dual:accusative,genitive,locative,nominative,vocative|ending-vowel-from-end:0|kamora;noun:dual:dative,instrumental|ending-vowel-from-end:1|acute;noun:plural:instrumental,locative|ending-vowel-from-end:0|acute	5	0	1	
synodal:noun:tsar	царь	residue				§34. Образцы 1-го склонения|p034.htm|1|ца́р-ь|Мягкое склонение|dative:plural::::	no single rule reproduces every printed cell of scope noun:plural:dative (printed царє́мъ)
synodal:noun:v06-673b2df93b4f89a8	знаменїе	fit	noun:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:plural:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:singular:dative,genitive,instrumental,locative,vocative|stem-vowel-from-start:0|acute	14	0	0	
synodal:noun:v07-12621bc315f78ff8	ѹхо	unfit		0	0	3	
synodal:noun:v07-12621bc315f78ff8	ѹхо	residue				§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||nominative+accusative+vocative:dual::::	no candidate cell's accentless form matches the print (printed ᲂу҆́ши)
synodal:noun:v07-12621bc315f78ff8	ѹхо	residue				§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||genitive+locative:dual::::	no candidate cell's accentless form matches the print (printed ᲂу҆́шїю)
synodal:noun:v07-12621bc315f78ff8	ѹхо	residue				§44. Особенности 4-го склонения|p044.htm|1|ᲂу҆́ши||dative+instrumental:dual::::	no candidate cell's accentless form matches the print (printed ᲂу҆ши́ма)
synodal:noun:v07-15ca6aa83f100698	церковь	fit	noun:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:plural:accusative,dative,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:plural:genitive|word-vowel-from-start:1|acute;noun:singular:genitive,instrumental,nominative,vocative|stem-vowel-from-start:0|acute	12	1	0	
synodal:noun:zapoved	заповѣдь	fit	noun:dual:accusative,dative,genitive,instrumental,locative,nominative,vocative|stem-vowel-from-start:0|acute;noun:plural:genitive,instrumental|stem-vowel-from-start:0|acute;noun:singular:instrumental,nominative,vocative|stem-vowel-from-start:0|acute	8	0	0	
synodal:noun:zemlya	землѧ	fit	noun:dual:dative,instrumental|stem-vowel-from-start:0|acute	1	0	0	
synodal:noun:zhena	жена	fit	noun:dual:accusative,genitive,locative,nominative,vocative|ending-vowel-from-end:0|acute;noun:dual:dative,instrumental|ending-vowel-from-end:1|acute;noun:plural:locative|ending-vowel-from-end:0|acute	4	0	0	
synodal:numeral:dva	два	fit	numeral:dual:accusative|ending-vowel-from-end:0|acute	0	4	0	
synodal:numeral:edin	єдинъ	unfit		0	0	28	
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||accusative:singular:feminine:::	an existing accent rule reaches the cell and disagrees with the print (printed є҆ди́нꙋю)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||nominative+accusative:dual:masculine:::	the class generates no candidate cell (printed є҆ди̑на)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||nominative+accusative:dual:feminine:::	the class generates no candidate cell (printed є҆ди́нѣ)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-о||nominative+accusative:dual:neuter:::	the class generates no candidate cell (printed є҆ди́нѣ)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||genitive+locative:dual:masculine:::	the class generates no candidate cell (printed є҆ди̑ною)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||genitive+locative:dual:feminine:::	the class generates no candidate cell (printed є҆ди̑ною)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-о||genitive+locative:dual:neuter:::	the class generates no candidate cell (printed є҆ди̑ною)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||dative+instrumental:dual:masculine:::	the class generates no candidate cell (printed є҆ди́нѣма)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||dative+instrumental:dual:feminine:::	the class generates no candidate cell (printed є҆ди́нѣма)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-о||dative+instrumental:dual:neuter:::	the class generates no candidate cell (printed є҆ди́нѣма)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||nominative:plural:masculine:::	the class generates no candidate cell (printed є҆ди́ни)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||nominative:plural:feminine:::	the class generates no candidate cell (printed є҆ди̑на)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-о||nominative:plural:neuter:::	the class generates no candidate cell (printed є҆ди́ны)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||genitive:plural:masculine:::	the class generates no candidate cell (printed є҆ди́нѣхъ)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-а||genitive:plural:feminine:::	the class generates no candidate cell (printed є҆ди́нѣхъ)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-о||genitive:plural:neuter:::	the class generates no candidate cell (printed є҆ди́нѣхъ)
synodal:numeral:edin	єдинъ	residue				§62. Склонение количественных числительных простых|p062.htm|1|є҆ди́н-ъ||dative:plural:masculine:::	the class generates no candidate cell (printed є҆ди́нѣмъ)
