# The titlo layer (SYNTAX2 part 2, 2026-09-01): sacred abbreviations whose
# STEM is constant while the ending follows the full lemma's paradigm.
# Columns: abbr-prefix, full-prefix (base-letter skeleton, і/ѻ-folded),
# full lemma, pos (n/a/v), accent mode (strip = the abbreviated form is
# written unaccented; keep = tail accents survive), family token count in
# the pinned print (standalone, counted 2026-09-01), note.
# A row earns its place empirically: the verification table in NOTES.md
# records how many of the family's distinct print tokens the generated
# cells reproduce; rows are data, lemmas marked "reconstructed" are
# citation forms the print never spells out.
нн҃	нын	ны́нѣ	x	keep	884	the closed adverb; pos x is the closed lexicon
нн҃	нын	ны́нѣшнїй	a	keep	15	
бл҃	бла	благі́й	a	keep	100	бл҃гъ, бл҃го́е, бл҃гі́й
бл҃	бла	бла́го	n	keep	20	
бл҃	бла	блаже́нный	a	keep	60	бл҃же́нъ, бл҃же́ни
бл҃	бла	благовѣствова́нїе	n	keep	40	
бл҃	бла	благовѣствова́ти	v	keep	20	
цр҃	цар	ца́рь	n	keep	120	цр҃ь, цр҃ѧ̀, цр҃ю̀
црⷭ҇	царс	ца́рство	n	keep	60	
црⷭ҇	царс	ца́рствїе	n	keep	130	
цр҃	цер	це́рковь	n	keep	100	цр҃ковь, цр҃кви
првⷣ	правед	пра́ведный	a	keep	220	
првⷣ	правед	пра́ведникъ	n	keep	40	
блгⷭ҇	благосло	благослови́ти	v	keep	100	блгⷭ҇вѝ, блгⷭ҇ви́тъ
блгⷭ҇	благосло	благослове́нїе	n	keep	50	
блгⷭ҇	благосло	благослове́нный	a	keep	90	блгⷭ҇ве́нъ
прⷭ҇	прес	престо́лъ	n	keep	70	
прⷪ҇	про	проро́чество	n	keep	30	
прⷪ҇	про	проро́чествовати	v	keep	20	
ѹ҆чн҃	ѹчени	ѹ҆чени́къ	n	keep	186	ѹ҆чн҃къ, ѹ҆чн҃цы̀
сп҃	спа	спа́съ	n	keep	40	
спⷭ҇	спас	спастѝ	v	keep	30	спⷭ҇тѝ
сп҃	спа	спастѝ	v	keep	40	сп҃се́тъ, сп҃сѐ
сп҃	спа	спаса́ти	v	keep	20	
сп҃	спа	спаси́тель	n	keep	15	
сп҃	спа	спасе́нїе	n	keep	10	
нб҃	неб	не́бо	n	keep	60	нб҃о, нб҃омъ
нбⷭ҇	небес	небе́сный	a	keep	100	
бж҃	бож	бо́гъ	n	keep	139	бж҃е, the vocative
бжⷭ҇	божес	божество̀	n	keep	5	
бжⷭ҇	божес	боже́ственный	a	keep	5	
хрⷭ҇т	хріст	хрїсто́въ	a	keep	134	
і҆и҃	іисꙋ	і҆исꙋ́совъ	a	strip	30	
гл҃	гла	глаго́лъ	n	keep	80	гл҃го́лъ
гл҃	глагол	глаго́лъ	n	keep	25	гл҃ъ, гл҃ꙋ
ѻ҆ц҃	отец	ѻ҆те́цъ	n	keep	98	ѻ҆ц҃ъ, the nominative with its fleeting vowel
ѻ҆́ч҃	отч	ѻ҆те́цъ	n	keep	35	ѻ҆́ч҃е, the vocative
ѻ҆ч҃	отеч	ѻ҆те́чество	n	keep	2	
і҆ерⷭ҇	іерꙋса	і҆ерꙋсали́мскїй	a	keep	40	
і҆ерⷭ҇	іерꙋса	і҆ерꙋсали́мль	a	keep	40	
ст҃	свѧт	свѧты́нѧ	n	keep	80	
ст҃	свѧт	свѧти́лище	n	keep	5	
ст҃	свѧт	свѧти́ти	v	keep	5	
ѡ҆ст҃	ѡсвѧт	ѡ҆свѧти́ти	v	keep	40	ѡ҆ст҃и́хъ
ѡ҆сщ҃	ѡсвѧщ	ѡ҆свѧща́ти	v	keep	15	
ѡ҆сщ҃	ѡсвѧщ	ѡ҆свѧще́нїе	n	keep	10	
ѡ҆сщ҃	ѡсвѧщ	ѡ҆свѧти́ти	v	keep	15	ѡ҆сщ҃ꙋ́сѧ, the present on the iotated stem
чл҃	чело	человѣ́къ	n	keep	25	
чл҃	чело	человѣ́ческїй	a	keep	60	
млⷭ҇	милос	ми́лостивый	a	keep	45	млⷭ҇тивъ
млⷭ҇	милосе	милосе́рдїе	n	keep	10	
млⷭ҇	милосе	милосе́рдый	a	keep	12	
млⷭ҇	милосе	милосе́рдовати	v	keep	3	
мл҃	моли	моли́тва	n	keep	8	
а҆пⷭ҇	апосто	а҆по́столъ	n	keep	75	
а҆пⷭ҇	апосто	а҆по́стольство	n	keep	3	
а҆пⷭ҇	апосто	а҆по́стольскїй	a	keep	2	
воскрⷭ҇	воскресе	воскресе́нїе	n	keep	40	
воскрⷭ҇	воскрес	воскре́снꙋти	v	keep	10	
воскр҃	воскре	воскреси́ти	v	keep	15	воскр҃сѝ
дв҃	даві	даві́дъ	n	keep	35	
дв҃	даві	даві́довъ	a	keep	30	
крⷭ҇	крес	кре́стъ	n	keep	25	
крⷭ҇	крес	крести́тель	n	keep	12	
крⷭ҇	крес	крести́тисѧ	v	keep	5	
кр҃	кре	креще́нїе	n	keep	10	
кр҃	кре	креща́ти	v	keep	4	
влⷣ	влады	влады́ка	n	keep	50	влⷣко
влⷣ	влады	влады́чество	n	keep	4	
премⷣ	премꙋд	премꙋ́дрость	n	keep	35	
премⷣ	премꙋд	премꙋ́дрый	a	keep	5	
бз҃	боз	бо́гъ	n	keep	39	бз҃ѣ, the locative
мт҃	мат	ма́ти	n	keep	24	мт҃и
мт҃	мате	ма́ти	n	keep	11	мт҃рь, мт҃ри
прпⷣ	преподо	преподо́бный	a	keep	31	
возгл҃	возглагол	возглаго́лати	v	keep	30	
гдⷭ҇	господе	госпо́дь	n	strip	19	гдⷭ҇ви: го́сподеви with the е elided (3.3)
гдⷭ҇	господе	госпо́днїй	a	strip	19	гдⷭ҇нь: госпо́день with the е elided
гдⷭ҇	господ	господи́нъ	n	keep	14	гдⷭ҇и́нъ
ѹ҆чт҃	ѹчите	ѹ҆чи́тель	n	keep	24	ѹ҆чт҃лю
ѹ҆ч҃	ѹчени	ѹ҆чени́къ	n	keep	8	ѹ҆ч҃нцы̀, ѹ҆ч҃нкъ
ѹ҆ч҃	ѹче	ѹ҆че́нїе	n	keep	16	ѹ҆ч҃нїе
чтⷭ҇	чест	че́сть	n	keep	11	чтⷭ҇ь, чтⷭ҇їю
чтⷭ҇	чест	честны́й	a	keep	6	чтⷭ҇енъ, чтⷭ҇на́гѡ
чтⷭ҇	чист	чистота̀	n	keep	4	чтⷭ҇оты̀
чтⷭ҇	чист	чи́стый	a	keep	2	чтⷭ҇а̀
пл҃	пло	пло́ть	n	keep	20	пл҃ти, пл҃ть
ѡ҆чⷭ҇	ѡчис	ѡ҆чи́стити	v	keep	20	ѡ҆чⷭ҇титъ
ѿнн҃	ѿнын	ѿны́нѣ	x	keep	19	ѿнн҃ѣ
мр҃	мар	марі́а	n	keep	5	мр҃і́ею, мр҃і́и
мр҃	мар	марі́инъ	a	keep	3	мр҃і́ина
мр҃	мар	марїа́мъ	n	keep	10	мр҃їа́мь — the print's -мь is the lexicon's -мъ; see the note in NOTES 3.3 Part 1
сщ҃	свѧщ	свѧще́нникъ	n	keep	9	сщ҃е́нникъ
сщ҃	свѧщ	свѧще́нный	a	keep	3	сщ҃є́ннаѧ
сщ҃	свѧщ	свѧще́нїе	n	keep	2	сщ҃е́нїе
дш҃	дꙋш	дꙋша̀	n	keep	23	дш҃а̀, дш҃ꙋ
новомⷭ҇	новомесѧ	новоме́сѧчїе	n	keep	14	новомⷭ҇чїѧ (lexeme missing in 3.3 Part 1; the row waits for Part 2)
новомчⷭ҇	новомесѧч	новоме́сѧчїе	n	keep	20	новомчⷭ҇їѧ (idem)
првⷣ	праведе	пра́ведный	a	keep	42	првⷣнъ: пра́веденъ with the е elided
бл҃	бла	бла́гость	n	keep	17	бл҃гости, бл҃гость
бл҃	бла	благоволи́ти	v	keep	25	бл҃говолѝ, бл҃говоли́тъ
бл҃	бла	благослови́ти	v	keep	20	бл҃гословѝ, бл҃гослови́тъ
бл҃	бла	благопоспѣши́ти	v	keep	11	бл҃гопоспѣши́тъ
бл҃	бла	благослове́нїе	n	keep	11	бл҃гослове́нїе
бл҃	бла	благоволе́нїе	n	keep	11	бл҃говоле́нїе
бл҃	бла	благовѣ́стїе	n	keep	11	бл҃говѣ́стїе
бл҃	бла	благоче́стїе	n	keep	5	бл҃гоче́стїе
бл҃	бла	благодаре́нїе	n	keep	5	бл҃годаре́нїе
црⷭ҇	царс	ца́рствовати	v	keep	5	црⷭ҇твовати
цр҃	цар	ца́рскїй	a	keep	4	цр҃ское
ѡ҆ст҃	ѡсвѧт	ѡ҆свѧти́тисѧ	v	keep	10	ѡ҆ст҃и́тсѧ
ѡ҆сщ҃	ѡсвѧщ	ѡ҆свѧти́тисѧ	v	keep	13	ѡ҆сщ҃ꙋ́сѧ
ѡ҆сщ҃	ѡсвѧщ	ѡ҆свѧща́тисѧ	v	keep	3	ѡ҆сщ҃а́етсѧ
бцⷣ	богородиц	богоро́дица	n	keep	98	бцⷣы (the Apostol of 1989; 4.1)
є҆пⷭ҇кп	єпіскоп	є҆пі́скопъ	n	keep	45	є҆пⷭ҇кпа (4.1)
мч҃нк	мꙋченик	мꙋ́ченикъ	n	keep	28	мч҃нкъ, мч҃нцы (4.1)
ржⷭ҇	рождес	рождество̀	n	keep	2471	ржⷭ҇тво̀, ржⷭ҇тва̀ (4.1; the skeleton ends in с — the tail is тво̀)
прест҃	пресвѧт	пресвѧты́й	a	keep	25	прест҃ы́ѧ (4.1)
ст҃	свѧт	свѧти́тель	n	keep	25	ст҃и́тель (4.1)
бл҃	бла	благода́ть	n	keep	106	бл҃года́ть (4.1)
сщ҃	свѧщ	свѧщенномꙋ́ченикъ	n	keep	27	сщ҃енномꙋ́ченика (4.1)
бг҃	бог	богосло́въ	n	keep	12	бг҃осло́ва (4.1)
бг҃	бог	богоно́сный	a	keep	9	бг҃оно́снагѡ (4.1)
цр҃	цер	церко́вный	a	keep	24	цр҃ко́вныхъ (4.1)
чⷭ҇	чис	чи́стый	a	keep	3397	чⷭ҇таѧ, чⷭ҇тꙋю, чⷭ҇тыѧ (4.1 library)
пречⷭ҇	пречис	пречи́стый	a	keep	3324	пречⷭ҇таѧ, пречⷭ҇тыѧ, пречⷭ҇тꙋю (4.1 library)
воскрⷭ҇	воскресе	воскре́сный	a	keep	2432	воскрⷭ҇нъ, воскрⷭ҇ны, воскрⷭ҇на (4.1 library)
чл҃	чело	человѣколю́бецъ	n	keep	2232	чл҃вѣколю́бче, чл҃вѣколю́бецъ, чл҃вѣколю́бца (4.1 library)
трⷪ҇	трои	тро̑ца	n	keep	1955	трⷪ҇цы, трⷪ҇цѣ, трⷪ҇цꙋ (4.1 library)
а҆́гг҃	агге	а҆́ггельскій	a	keep	1293	а҆́гг҃льстїи, а҆́гг҃льскїй, а҆́гг҃льскїѧ (4.1 library)
трист҃	трисвѧт	трисвѧты́й	a	keep	1206	трист҃о́мъ, трист҃о́е, трист҃а́гѡ (4.1 library)
чⷭ҇	чес	честны́й	a	keep	1150	чⷭ҇тнѣ́йшꙋю, чⷭ҇тна́гѡ, чⷭ҇тны́й (4.1 library)
бг҃	бог	богомꙋ́дрый	a	keep	1097	бг҃омꙋ́дре, бг҃омꙋ́драѧ, бг҃омꙋ́дрый (4.1 library)
мч҃	мꙋче	мꙋ́ченикъ	n	keep	865	мч҃ниче, мч҃никѡвъ, мч҃никъ (4.1 library)
прⷣ	пред	предте́ча	n	keep	795	прⷣте́чи, прⷣте́ча, прⷣте́чꙋ (4.1 library)
стрⷭ҇	страс	стра́сть	n	keep	749	стрⷭ҇ти, стрⷭ҇ть, стрⷭ҇те́й (4.1 library)
сл҃	сол	со́лнце	n	keep	685	сл҃нце, сл҃нца, сл҃нцꙋ (4.1 library)
бл҃	бла	благослове́нный	a	keep	673	бл҃гослове́ннаѧ, бл҃гослове́на, бл҃гослове́нна (4.1 library)
всебл҃	всебла	всеблаже́нный	a	keep	627	всебл҃же́нне, всебл҃же́ннаѧ, всебл҃же́ннїи (4.1 library)
ѻ҆́ч҃	ѻтч	ѻ҆́тчій	a	keep	585	ѻ҆́ч҃ее, ѻ҆́ч҃а, ѻ҆́ч҃ею (4.1 library)
всест҃	всесвѧт	всесвѧты́й	a	keep	533	всест҃а́ѧ, всест҃а́гѡ, всест҃ꙋ́ю (4.1 library)
дх҃	дꙋх	дꙋхо́вный	a	keep	521	дх҃о́внꙋю, дх҃о́вныхъ, дх҃о́вное (4.1 library)
бл҃	бла	благꙋтро́бный	a	keep	520	бл҃гоꙋтро́бенъ, бл҃гоꙋтро́бне, бл҃гоꙋтро́бнаго (4.1 library)
сп҃	спа	спасти́сѧ	v	keep	482	сп҃сти́сѧ, сп҃се́сѧ, сп҃се́шисѧ (4.1 library)
бг҃	бог	богоневѣ́ста	n	keep	469	бг҃оневѣ́сто (4.1 library)
хрⷭ҇	хріс	хрістіа́нинъ	n	keep	442	хрⷭ҇тїа́нъ, хрⷭ҇тїа́нѡмъ, хрⷭ҇тїа́не (4.1 library)
бг҃	бог	богоно́съ	n	keep	438	бг҃оно́се (4.1 library)
бл҃	бла	благꙋтро́біе	n	keep	423	бл҃гоꙋтро́бїе, бл҃гоꙋтро́бїѧ, бл҃гоꙋтро́бїемъ (4.1 library)
всечⷭ҇	всечис	всечи́стый	a	keep	413	всечⷭ҇таѧ (4.1 library)
цр҃	цар	цари́ца	n	keep	379	цр҃и́цѣ, цр҃и́це, цр҃и́ца (4.1 library)
крⷭ҇	крес	кре́стный	a	keep	378	крⷭ҇тнѣмъ, крⷭ҇тны, крⷭ҇тнымъ (4.1 library)
пребл҃	пребла	преблаже́нный	a	keep	360	пребл҃же́нне, пребл҃же́ннїи, пребл҃же́ннаѧ (4.1 library)
бл҃	бла	благоче́стный	a	keep	349	бл҃гоче́стнѡ (4.1 library)
влⷣ	влады	влады́чній	a	keep	322	влⷣчню, влⷣчнѧ, влⷣчнимъ (4.1 library)
а҆рха́гг҃	архагге	а҆рха́ггелъ	n	keep	307	а҆рха́гг҃ла, а҆рха́гг҃лъ, а҆рха́гг҃ли (4.1 library)
бл҃	бла	благочести́вый	a	keep	273	бл҃гочести́выхъ, бл҃гочести̑выѧ, бл҃гочести́вѣйшей (4.1 library)
сп҃	спа	спаси́тельный	a	keep	267	сп҃си́тельное, сп҃си́тельнꙋю, сп҃си́тельнагѡ (4.1 library)
пребл҃	пребла	преблагослове́нный	a	keep	264	пребл҃гослове́нна, пребл҃гослове́ннаѧ, пребл҃гослове́ннꙋю (4.1 library)
бл҃	бла	благодѣ́тель	n	keep	257	бл҃годѣ́телю, бл҃годѣ́телѧ, бл҃годѣ́тель (4.1 library)
ѹ҆бл҃	ѹбла	ѹ҆блажа́ти	v	keep	255	ѹ҆бл҃жа́емъ, ѹ҆бл҃жа́ю, ѹ҆бл҃жа́юще (4.1 library)
стрⷭ҇	страс	страстоте́рпецъ	n	keep	255	стрⷭ҇тоте́рпцы, стрⷭ҇тоте́рпче, стрⷭ҇тоте́рпєцъ (4.1 library)
бл҃	бла	благода́тный	a	keep	247	бл҃года́тнаѧ, бл҃года́тнѣй, бл҃года́тный (4.1 library)
бг҃	бог	богоразꙋ́міе	n	keep	244	бг҃оразꙋ́мїѧ, бг҃оразꙋ́мїемъ, бг҃оразꙋ́мїю (4.1 library)
чл҃	чело	человѣколю́біе	n	keep	242	чл҃вѣколю́бїѧ, чл҃вѣколю́бїе, чл҃вѣколю́бїемъ (4.1 library)
трⷪ҇	трои	тро̑ченъ	n	keep	231	трⷪ҇ченъ (4.1 library)
пребл҃	пребла	преблагі́й	a	keep	218	пребл҃гі́й, пребл҃га́го, пребл҃га́ѧ (4.1 library)
воцр҃	воцар	воцари́тисѧ	v	keep	198	воцр҃и́сѧ, воцр҃и́тсѧ (4.1 library)
трⷪ҇	трои	тро̑ческїй	a	keep	181	трⷪ҇ческою, трⷪ҇ческое, трⷪ҇ческимъ (4.1 library)
сп҃	спа	спа́совъ	a	keep	168	сп҃сова, сп҃сово, сп҃сѡвы (4.1 library)
бг҃	бог	богосло́віе	n	keep	167	бг҃осло́вїѧ, бг҃осло́вїе, бг҃осло́вїемъ (4.1 library)
мч҃	мꙋче	мꙋ́ченица	n	keep	167	мч҃нице, мч҃ница, мч҃ницъ (4.1 library)
бг҃	бог	богоѧвле́ніе	n	keep	164	бг҃оѧвле́нїѧ, бг҃оѧвле́нїемъ, бг҃оѧвле́нїй (4.1 library)
крⷭ҇	крес	крестообра́зный	a	keep	160	крⷭ҇тоѻбра́знѡ, крⷭ҇тоѡбра́знѡ, крⷭ҇тоѻбра́зными (4.1 library)
бл҃	бла	благовѣ́щеніе	n	keep	149	бл҃говѣ́щенїѧ, бл҃говѣ́щенїе (4.1 library)
прⷪ҇	про	проро́ческій	a	keep	140	прⷪ҇ро́ческїй, прⷪ҇ро́ческое, прⷪ҇ро́чєскаѧ (4.1 library)
мт҃	мате	ма́терній	a	keep	131	мт҃рними, мт҃рнею, мт҃рне (4.1 library)
бл҃	бла	блажи́ти	v	keep	129	бл҃жи́мъ, бл҃жа́щихъ, бл҃жи́ми (4.1 library)
бл҃	бла	благовѣ́рный	a	keep	124	бл҃говѣ́рнагѡ, бл҃говѣ́рномъ, бл҃говѣ́рный (4.1 library)
бл҃	бла	благодари́ти	v	keep	113	бл҃годарѧ́ще, бл҃годари́мъ, бл҃годарѧ̀ (4.1 library)
кн҃	кнѧ	кнѧ́зь	n	keep	109	кн҃зѧ, кн҃зѣ, кн҃зь (4.1 library)
ѻ҆ч҃	ѻтч	ѻ҆тческій	a	keep	109	ѻ҆ч҃ескихъ, ѻ҆ч҃ескїѧ, ѻ҆ч҃еское (4.1 library)
ѹ҆бл҃	ѹбла	ѹ҆блажи́ти	v	keep	108	ѹ҆бл҃жи́мъ, ѹ҆бл҃жи́тъ, ѹ҆бл҃жа́тъ (4.1 library)
бл҃	бла	благолѣ́піе	n	keep	106	бл҃голѣ́пїе, бл҃голѣ́пїѧ (4.1 library)
всецр҃	всецар	всеца́рь	n	keep	106	всецр҃ю̀, всецр҃ѧ̀ (4.1 library)
хрⷭ҇	хріс	хрістіа́нскій	a	keep	106	хрⷭ҇тїа́нскагѡ, хрⷭ҇тїа́нскїй, хрⷭ҇тїа́нскомꙋ (4.1 library)
бг҃	бог	богосло́вити	v	keep	103	бг҃осло́вѧще, бг҃осло́вилъ, бг҃осло́вити (4.1 library)
дс҃	дꙋс	дꙋ́хъ	n	keep	96	дс҃ѣ (4.1 library)
пра́ѻц҃	праѻтц	пра́отецъ	n	keep	96	пра́ѻц҃євъ, пра́ѻц҃а, пра́ѻц҃ы (4.1 library)
бг҃	бог	богоро́дица	n	keep	95	бг҃оро́дице, бг҃оро́дицы, бг҃оро́дицꙋ (4.1 library)
требл҃	требла	треблаже́нный	a	keep	85	требл҃же́нне, требл҃же́ннїи (4.1 library)
хрⷭ҇	хріс	хрісто́съ	n	keep	84	хрⷭ҇та́, хрⷭ҇тꙋ́ (4.1 library)
бл҃	бла	благосты́нѧ	n	keep	80	бл҃госты́ню, бл҃госты́ни (4.1 library)
дв҃	дѣв	дѣви́ческій	a	keep	76	дв҃и́ческагѡ, дв҃и́ческихъ, дв҃и́ческїѧ (4.1 library)
бг҃	бог	боголюби́вый	a	keep	74	бг҃олюби́ваѧ, бг҃олюби́вый, бг҃олюби́въ (4.1 library)
бл҃	бла	блаже́нство	n	keep	72	бл҃же́нства, бл҃же́нство, бл҃же́нствꙋ (4.1 library)
хрⷭ҇	хріс	хрістоимени́тый	a	keep	71	хрⷭ҇тоимени́тїи, хрⷭ҇тоимени̑тымъ, хрⷭ҇тоимени́тыхъ (4.1 library)
бг҃	бог	богꙋго́дный	a	keep	67	бг҃оꙋго́днѡ, бг҃оꙋго́дное (4.1 library)
цр҃	цар	царе́въ	a	keep	66	цр҃е́въ, цр҃е́вꙋ, цр҃е́во (4.1 library)
бл҃	бла	благопріѧ́тный	a	keep	63	бл҃гопрїѧ́тнꙋ, бл҃гопрїѧ́тными, бл҃гопрїѧ́тна (4.1 library)
бл҃	бла	благословлѧ́ти	v	keep	62	бл҃гословлѧ́ѧй, бл҃гословлѧ́ѧ, бл҃гословлѧ́етъ (4.1 library)
бг҃	бог	богови́дный	a	keep	60	бг҃ови́днѡ, бг҃ови́днїи (4.1 library)
преждесщ҃	преждесвѧщ	преждесвѧще́нный	a	keep	55	преждесщ҃е́нныхъ, преждесщ҃е́нныѧ (4.1 library)
чл҃	чело	человѣколю́бный	a	keep	55	чл҃вѣколю́бнѡ, чл҃вѣколю́бное (4.1 library)
бг҃	бог	богопроти́вный	a	keep	51	бг҃опроти́вное (4.1 library)
бл҃	бла	благꙋха́ніе	n	keep	51	бл҃гоꙋха́нїѧ, бл҃гоꙋха́нїе (4.1 library)
бг҃	бог	боговѣ́дѣніе	n	keep	51	бг҃овѣ́дѣнїемъ, бг҃овѣ́дѣнїѧ (4.1 library)
вочл҃	вочело	вочеловѣ́читисѧ	v	keep	51	вочл҃вѣ́чсѧ, вочл҃вѣ́чивыйсѧ, вочл҃вѣ́чшасѧ (4.1 library)
бл҃	бла	благодѣѧ́ніе	n	keep	50	бл҃годѣѧ̑нїѧ, бл҃годѣѧ́нїѧ, бл҃годѣѧ́нїе (4.1 library)
бл҃	бла	благоговѣ́йный	a	keep	49	бл҃гоговѣ́йнѡ (4.1 library)
бг҃	бог	боговидѣ́ніе	n	keep	48	бг҃овидѣ́нїѧ, бг҃овидѣ́нїемъ (4.1 library)
бл҃	бла	благообра́зный	a	keep	47	бл҃гоѡбра́зный, бл҃гоѻбра́зный (4.1 library)
мл҃	моли	моли́твенникъ	n	keep	47	мл҃твенника, мл҃твенниче, мл҃твенникъ (4.1 library)
дв҃	дѣв	дѣви́ца	n	keep	45	дв҃и́це (4.1 library)
дв҃	дѣв	дѣ́вство	n	keep	43	дв҃ства, дв҃ство (4.1 library)
мч҃	мꙋче	мꙋ́чениченъ	n	keep	43	мч҃ничнѡвъ, мч҃ниченъ, мч҃ничны (4.1 library)
ст҃	свѧт	свѧти́тельскій	a	keep	42	ст҃и́тельскаѧ, ст҃и́тєльскаѧ (4.1 library)
крⷭ҇	крес	крестови́дный	a	keep	41	крⷭ҇тови́днѡ (4.1 library)
бл҃	бла	благода́рный	a	keep	41	бл҃года́рнѡ (4.1 library)
бл҃	бла	благода́тель	n	keep	41	бл҃года́телю, бл҃года́телѧ (4.1 library)
прⷣ	пред	предте́чевъ	a	keep	40	прⷣте́чевы, прⷣте́чевꙋ (4.1 library)
бл҃	бла	благоговѣ́ніе	n	keep	39	бл҃гоговѣ́нїемъ (4.1 library)
сп҃	спа	спаса́тисѧ	v	keep	37	сп҃са́етсѧ, сп҃са́емсѧ (4.1 library)
бл҃	бла	благꙋгоди́ти	v	keep	36	бл҃гоꙋгоди́ти, бл҃гоꙋгоди́вшими, бл҃гоꙋгоди́вшихъ (4.1 library)
пречтⷭ҇	пречист	пречи́стый	a	keep	35	пречтⷭ҇аѧ (4.1 library)
хрⷭ҇	хріс	хрістолюби́вый	a	keep	35	хрⷭ҇толюби́выхъ, хрⷭ҇толюби́вомꙋ (4.1 library)
вочл҃	вочело	вочеловѣ́ченіе	n	keep	34	вочл҃вѣ́ченїѧ, вочл҃вѣ́ченїе (4.1 library)
бл҃	бла	благослови́тисѧ	v	keep	34	бл҃гослови́сѧ, бл҃гослови́тсѧ (4.1 library)
дв҃	дѣв	дѣви́чій	a	keep	32	дв҃и́чꙋ (4.1 library)
всебл҃	всебла	всеблагі́й	a	keep	32	всебл҃га́ѧ, всебл҃гі́й (4.1 library)
сщ҃	свѧщ	свѧще́нство	n	keep	31	сщ҃е́нства (4.1 library)
великомч҃	великомꙋче	великомꙋ́ченикъ	n	keep	31	великомч҃ника, великомч҃ниче (4.1 library)
мч҃	мꙋче	мꙋ́ченическій	a	keep	31	мч҃ническими, мч҃ническою (4.1 library)
бл҃	бла	благꙋго́дный	a	keep	30	бл҃гоꙋго́дно, бл҃гоꙋго́денъ (4.1 library)
бл҃	бла	благово́ніе	n	keep	29	бл҃гово́нїѧ, бл҃гово́нїе (4.1 library)
стрⷭ҇	страс	страстоно́сецъ	n	keep	28	стрⷭ҇тоно́сцы (4.1 library)
бл҃	бла	благода́рственный	a	keep	28	бл҃года́рствєннаѧ, бл҃года́рственнꙋю (4.1 library)
всебл҃	всебла	всеблагослове́нный	a	keep	27	всебл҃гослове́ннаѧ (4.1 library)
всецр҃	всецар	всецари́ца	n	keep	26	всецр҃и́ца, всецр҃и́це (4.1 library)
бг҃	бог	богопи́санный	a	keep	26	бг҃опи́санный, бг҃опи̑санныѧ (4.1 library)
стрⷭ҇	страс	страстоте́рпица	n	keep	25	стрⷭ҇тоте́рпице, стрⷭ҇тотє́рпицы (4.1 library)
бл҃	бла	благосла́вный	a	keep	25	бл҃госла́внїи, бл҃госла́вный (4.1 library)
преждеѡсщ҃	преждеѡсвѧщ	преждеѡсвѧще́нный	a	keep	24	преждеѡсщ҃е́нныхъ (4.1 library)
гдⷭ҇	господ	госпо́дскій	a	keep	24	гдⷭ҇скїѧ, гдⷭ҇скїй (4.1 library)
бл҃	бла	благовѣсти́ти	v	keep	24	бл҃говѣсти́те, бл҃говѣсти́лъ (4.1 library)
гдⷭ҇	господ	госпо́дствіе	n	keep	23	гдⷭ҇ьствїѧ (4.1 library)
дв҃	дѣв	дѣ́вый	a	keep	22	дв҃ыѧ (4.1 library)
