packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-816f8a2a66d43c67	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-1835c6173a0d425f	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-475495906302416e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-22fdb79fc537131e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-faec799bb9239cd3	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-2194acc87798df0e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-eb3c8175dcc1a13d	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b008e3f1bf8c290c	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-1990cb7526d728d9	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-45f8fd690b3e6b63	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b9580b1dd72b9666	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-43011601cb97c0aa	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-722990fb47365625	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-efb20fe5a601bb63	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-ec39fd8ff7a35a84	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-d8a2ba99c51d7e4c	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-c7cc72c35cd6f203	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-fe5f1a426ecdc411	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b0d09866dee4cc8e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-70bb47cf98e21ad4	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-3a3e55f806053737	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-36018a7b45e7d935	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-2f4b5119d0a225fe	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-3ed35689bdb163ba	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-8c7e0e94e48c21ed	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-95168a051761d86e	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-407128e13111a7fc	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-79856b6389b2bff0	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-c3209585ef086b92	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-12a1d86004bac6ee	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-d2aa10965eb63bfd	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-dc5a58b665cd0d15	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-808cca8c9d2b692e	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-085ec7e9c4501275	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-97e686acbdb72df2	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-1f02fba63933bc06	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-a7a6342f779cdf39	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-8580ae8eba87be26	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-67db751e7ce736b3	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-43e713f0d384897d	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-c64e750546438e11	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-e39c08f67826c37e	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-e61fd992e75de586	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-6a3136ea7c64897e	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-e33a342a1a7fed4b	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-7b4f23002a7621a2	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-1917c917e0dcb055	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-14c38d0af9aee614	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-7caaabfbb270bcd7	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-e3b0864ecfe7c65f	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-24165c193709eefa	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-56994e8ab4126750	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-2945ba2f3629066c	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-fcb3b5647e07d787	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-a63805e36beb96b5	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The held-out target is a different lexeme or part of speech from the proposed analysis; surface similarity does not license this exact form.
v07-exact-daeae3c8162a1a6c	deferred	0	exact-typed-cell-or-context-evidence-required	The lexical identity is plausible, but the proposal supplies only a lexical form rather than an independently supported exact inflectional cell; defer until typed evidence is acquired.
v07-exact-011a46709b6e8ccc	deferred	0	exact-lexical-identity-without-inflectional-cell;reviewed-historical-orthography-equivalence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-3c47470bc841ceec	deferred	0	reviewed-historical-orthography-equivalence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-2494b88b2b46bd50	deferred	0	reviewed-historical-orthography-equivalence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-4f19f5f7ce0e75b0	deferred	0	reviewed-historical-orthography-equivalence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-ab6b3a26acbf3212	deferred	0	exact-lexical-identity-without-inflectional-cell;reviewed-historical-lemma-letter-correspondence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-c466c3b6dc1b1398	deferred	0	reviewed-historical-lemma-letter-correspondence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-e78eb2408bc4b1f1	deferred	0	reviewed-weak-yer-identity-correspondence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-b96ff72d8d82f7dd	deferred	0	reviewed-weak-yer-identity-correspondence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-949585faf1873111	deferred	0	exact-lexical-identity-without-inflectional-cell;reviewed-historical-orthography-equivalence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-c8979db4d5084201	deferred	0	new-held-out-passage-reservation-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-5f828ba3e3de59c2	deferred	0	reviewed-weak-yer-identity-correspondence-required	The strict coverage gate was already exceeded, so this lower-return candidate remains queued until its flagged historical correspondence or exact evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-b77e4494660f5254	deferred	0	single-ocs-dictionary-record-fills-semantic-and-morphology-roles	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-d62f68611a5b5925	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-8f130f8d12ef6dff	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-cb21d74c7e4f9a91	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-7c079b7abc85dd1a	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-5dfa6b54f0f5576f	deferred	0	single-ocs-dictionary-record-fills-semantic-and-morphology-roles	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-b8630e2454d38c8b	deferred	0	single-ocs-dictionary-record-fills-semantic-and-morphology-roles	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-ee9ff8028af9bf04	deferred	0	single-ocs-dictionary-record-fills-semantic-and-morphology-roles	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-ee3cc80e855f99f4	deferred	0	single-ocs-dictionary-record-fills-semantic-and-morphology-roles	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-becf9354f7b803e4	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
v07-exact-dee03d1db4736ab9	deferred	0	post-threshold-manual-review-not-completed	The strict coverage gate and secondary unresolved-token objective are already satisfied, so this lower-return candidate remains queued until its complete evidence bundle receives a dedicated manual review; no registry row is inferred.
