review_id	lexeme_id	sense_id	lemma	part_of_speech	cell	expanded	printed	gloss	domains	semantic_source_id	semantic_candidate_id	attestation_source_id	attestation_candidate_id	citation	decision	target_recension	review_note
review:v03:06af096688df	synodal:verb:wikt-06af096688df	sense:v03:06af096688df	рещи	verb	lexical-form	рещи	рещѝ	to say; to speak	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:06af096688dfb5a7c067149b	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:bd3aa98b46636d5006084946	Acts.2.29	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:070505e82800	synodal:verb:wikt-070505e82800	sense:v03:070505e82800	хотѣти	verb	lexical-form	хотѣти	хотѣ́ти	to want; to wish	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:070505e82800a685e990deb1	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:7c1587daa3c9db24116497f0	II_Cor.8.10	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0759085b29f5	synodal:verb:wikt-0759085b29f5	sense:v03:0759085b29f5	напасти	verb	lexical-form	напасти	напа́сти	to attack; to fall	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0759085b29f5fd9fa00a13fe	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:412a404201a71659f900cd34	III_Esdra.12.47	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:076d1c8a0add	synodal:verb:wikt-076d1c8a0add	sense:v03:076d1c8a0add	поставити	verb	lexical-form	поставити	поста́вити	to set, place	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:076d1c8a0addaf52fcccf844	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:5ee14b269112a9668d6ab624	Dan.11.14	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0791f206b358	synodal:noun:wikt-0791f206b358	sense:v03:0791f206b358	вїно	noun	lexical-form	вїно	вїно̀	wine	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0791f206b3588ae74c8fb484	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:c510217790635e1d21af9216	Amos.2.8	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:0815a5aaa06c	synodal:conjunction:wikt-0815a5aaa06c	sense:v03:0815a5aaa06c	понеже	conjunction	indeclinable	понеже	поне́же	as long as, to what extent; because, since; therefore, owing to; when	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0815a5aaa06c8383a240ef27	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:9285c42afc6fa21679431133	Acts.13.46	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0884b01d2a6d	synodal:verb:wikt-0884b01d2a6d	sense:v03:0884b01d2a6d	сѣщи	verb	lexical-form	сѣщи	сѣщѝ	to cut down; to hack, chop off; to sacrifice, slaughter; to scratch, carve	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0884b01d2a6d75f3ed89f78a	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:c02c266f78a10e5d46de091a	II_Macc.5.12	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:08f98d27deae	synodal:pronoun:wikt-08f98d27deae	sense:v03:08f98d27deae	ѡна	pronoun	lexical-form	ѡна	ѡ҆́на	she	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:08f98d27deaeeb23b50a86a3	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:8233ae47623c1f15de24aa36	Acts.16.35	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:08fbc901c845	synodal:noun:wikt-08fbc901c845	sense:v03:08fbc901c845	цвѣтъ	noun	lexical-form	цвѣтъ	цвѣ́тъ	flower	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:08fbc901c845d2ce0046d01e	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:dfb50ecbe1950dc2988a165a	Ex.28.34	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:09a36df30ab5	synodal:noun:wikt-09a36df30ab5	sense:v03:09a36df30ab5	дѣвица	noun	lexical-form	дѣвица	дѣви́ца	girl; virgin	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:09a36df30ab537b2fd568a85	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:96a24d0df22eece9a596821c	Amos.5.2	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0bf5c230381c	synodal:noun:wikt-0bf5c230381c	sense:v03:0bf5c230381c	маслина	noun	lexical-form	маслина	ма́слина	olive tree	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0bf5c230381c6e7c90dba47d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:4e28e428cd53c58a88f3eb86	Deut.28.40	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0bf8dd5dba56	synodal:pronoun:wikt-0bf8dd5dba56	sense:v03:0bf8dd5dba56	ѡнѡ	pronoun	lexical-form	ѡнѡ	ѡ҆нѡ̀	it	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0bf8dd5dba56973645367c2e	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:c4eb3a8e32fc518034a9907e	Nehem.6.2	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:0c0af50265fe	synodal:noun:wikt-0c0af50265fe	sense:v03:0c0af50265fe	лѣсъ	noun	lexical-form	лѣсъ	лѣ́съ	forest; woods	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0c0af50265fe14b27af4eeeb	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:b7f49c6c11cc0cfbe1dff273	Deut.19.5	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0c6c8db63b7c	synodal:verb:wikt-0c6c8db63b7c	sense:v03:0c6c8db63b7c	имѣти	verb	lexical-form	имѣти	и҆мѣ́ти	to have; to hold; to possess	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0c6c8db63b7c6b044157fd56	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:05aef44009a73fe8a572a8fc	Acts.24.23	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0cf369042ac9	synodal:noun:wikt-0cf369042ac9	sense:v03:0cf369042ac9	дань	noun	lexical-form	дань	да́нь	tribute	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0cf369042ac9df376a96c44b	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0c902344644adb29aa83dc54	Deut.20.11	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0d25e7e03ae4	synodal:verb:wikt-0d25e7e03ae4	sense:v03:0d25e7e03ae4	расти	verb	lexical-form	расти	растѝ	to grow	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0d25e7e03ae426286cd5c3f9	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:d5d792d5c473112dbe4d62fb	Jn.3.30	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:0e30b392f62c	synodal:verb:wikt-0e30b392f62c	sense:v03:0e30b392f62c	избавити	verb	lexical-form	избавити	и҆зба́вити	to redeem, to save	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0e30b392f62ccdb7a03f263f	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:a6a24ca0d92113683741c58b	Dan.3.17	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0e8f360a6d3d	synodal:noun:wikt-0e8f360a6d3d	sense:v03:0e8f360a6d3d	мѧсо	noun	lexical-form	мѧсо	мѧ́со	meat	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0e8f360a6d3d4578ea6f9137	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:678f4427d9553eaa6943bf99	Isa.44.16	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:0f90480ac003	synodal:adverb:wikt-0f90480ac003	sense:v03:0f90480ac003	оуже	adverb	indeclinable	оуже	Оу҆же́	already	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0f90480ac003bf58bf4469f6	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:255c7c7ae64c26e4f71ba37b	III_Esdra.15.27	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:11096eed23a1	synodal:preposition:wikt-11096eed23a1	sense:v03:11096eed23a1	мимѡ	preposition	indeclinable	мимѡ	ми́мѡ	by; past	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:11096eed23a1163d723d3370	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:2a32351310d91e5dc731fd08	Dan.11.10	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1110785de9ba	synodal:verb:wikt-1110785de9ba	sense:v03:1110785de9ba	кадити	verb	lexical-form	кадити	кади́ти	burn incense	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1110785de9baf7c7627cd8ef	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:4330237ac4841f0e1d125e38	II_Paral.2.4	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:121f3af5b5aa	synodal:noun:wikt-121f3af5b5aa	sense:v03:121f3af5b5aa	пропасть	noun	lexical-form	пропасть	про́пасть	abyss	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:121f3af5b5aa2a5641c4ffde	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:3cc6f627c4639a8b9743f535	Ezek.31.14	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1325cb23f93e	synodal:preposition:wikt-1325cb23f93e	sense:v03:1325cb23f93e	предъ	preposition	indeclinable	предъ	пред̾	before; in front of	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1325cb23f93ee3cdd59bc86d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:356409b4b0d48a6963f53576	Acts.1.10	reviewed	synodal-russian	Reviewer confirmed the target preposition and printed final hard-sign abbreviation mark in the locked source passage.
review:v03:1348cff35032	synodal:noun:wikt-1348cff35032	sense:v03:1348cff35032	кожа	noun	lexical-form	кожа	ко́жа	leather; skin	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1348cff350327b07745e90fb	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:aaa67d6da8ff206520107a00	Gen.25.25	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1366b7801c1c	synodal:noun:wikt-1366b7801c1c	sense:v03:1366b7801c1c	рѣка	noun	lexical-form	рѣка	рѣка̀	river	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1366b7801c1c80071f0ed0ef	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:eb0a2a9a9857c633fb405e25	Amos.8.8	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:13fb137e551e	synodal:noun:wikt-13fb137e551e	sense:v03:13fb137e551e	воскъ	noun	lexical-form	воскъ	во́скъ	wax	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:13fb137e551e717a24bba556	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:e0026b0920c61a3d4e48c339	Isa.64.2	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:149f5ba72213	synodal:noun:wikt-149f5ba72213	sense:v03:149f5ba72213	нѡсила	noun	lexical-form	нѡсила	нѡси́ла	bier	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:149f5ba72213ecec8f0c2271	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:60d8e20cde306c953bba530c	Ex.25.13	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:14d1431cf181	synodal:verb:wikt-14d1431cf181	sense:v03:14d1431cf181	знати	verb	lexical-form	знати	зна́ти	to know	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:14d1431cf181a8d3a1349e6d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:822248711e06f7df27468d70	III_Esdra.13.52	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1502ca77beeb	synodal:noun:wikt-1502ca77beeb	sense:v03:1502ca77beeb	архїстратигъ	noun	lexical-form	архїстратигъ	а҆рхїстрати́гъ	commander-in-chief	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1502ca77beeb70ce2ff5be64	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:96034e61cf4af029e5c8dd1f	Dan.8.11	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1517b4e9e11d	synodal:pronoun:wikt-1517b4e9e11d	sense:v03:1517b4e9e11d	та	pronoun	lexical-form	та	та̀	feminine nominative singular; masculine nominative/accusative dual; neuter nominative/accusative plural	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1517b4e9e11d38ab1ef77a08	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:26b4c08177aaeeb30b384939	Acts.16.15	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:164b8f0d21df	synodal:noun:wikt-164b8f0d21df	sense:v03:164b8f0d21df	число	noun	lexical-form	число	число̀	number	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:164b8f0d21dffd5c44d4cd7d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:69ee68e90a3ce71a8259d88e	Acts.4.4	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:165721a95108	synodal:verb:wikt-165721a95108	sense:v03:165721a95108	ѿѧти	verb	lexical-form	ѿѧти	ѿѧ́ти	take away, take	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:165721a951085dbef54f10ae	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:c5b972fd7161350d621d348a	Eccles.3.14	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:16640217c63b	synodal:adjective:wikt-16640217c63b	sense:v03:16640217c63b	теплъ	adjective	lexical-form	теплъ	те́плъ	warm	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:16640217c63b773e87751e0d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0fcf21050f6192112f02f6e8	Apoc.3.15	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:16664aa52c77	synodal:verb:wikt-16664aa52c77	sense:v03:16664aa52c77	стати	verb	lexical-form	стати	ста́ти	to become; to stand	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:16664aa52c77c4eb41ebc32d	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:cfe02a9037ec33fd14fb2c6d	Acts.8.38	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1734c53f8298	synodal:noun:wikt-1734c53f8298	sense:v03:1734c53f8298	корабль	noun	lexical-form	корабль	кора́бль	boat; ship	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1734c53f8298ac64b3550207	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:1c163185c345382c32faf0c0	Acts.20.13	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1789484a1fa6	synodal:noun:wikt-1789484a1fa6	sense:v03:1789484a1fa6	вѣтвь	noun	lexical-form	вѣтвь	вѣ́твь	branch	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1789484a1fa6b128698d6491	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:8ebaa424a8983722b99b701d	Judg.9.48	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1815089bd101	synodal:noun:wikt-1815089bd101	sense:v03:1815089bd101	юница	noun	lexical-form	юница	ю҆́ница	heifer (young cow)	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1815089bd101dfa5360bd55c	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:b90e39d1427b1d90cf9098ac	Hos.4.16	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:19788f5ce3d7	synodal:verb:wikt-19788f5ce3d7	sense:v03:19788f5ce3d7	просвѣтити	verb	lexical-form	просвѣтити	просвѣти́ти	to enlighten	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:19788f5ce3d79a9ffbf67190	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:ddfbfcf0d1805f54e0da345a	I_Esdra.9.8	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1a2ae4fd7b81	synodal:verb:wikt-1a2ae4fd7b81	sense:v03:1a2ae4fd7b81	изнести	verb	lexical-form	изнести	и҆знестѝ	carry out	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1a2ae4fd7b814b80ec42ffd0	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:085b46fcba6f887083e6b828	Amos.6.10	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1b5ae19347da	synodal:verb:wikt-1b5ae19347da	sense:v03:1b5ae19347da	водити	verb	lexical-form	водити	води́ти	conduct; lead	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1b5ae19347da390d2aab2dca	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:15d7aedb03a4e7f44fa23de0	Deut.1.9	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1e3e95702ecb	synodal:noun:wikt-1e3e95702ecb	sense:v03:1e3e95702ecb	ловитва	noun	lexical-form	ловитва	лови́тва	catch; hunt; prey	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1e3e95702ecb0f49ea400ff8	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:8acba9d22afb3987c7d16693	Eccles.7.27	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:1f1ec9a47a18	synodal:noun:wikt-1f1ec9a47a18	sense:v03:1f1ec9a47a18	ѡграда	noun	lexical-form	ѡграда	ѡ҆гра́да	enclosure; fence	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1f1ec9a47a18a121a5535721	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:2ab9d845bcc93b4768484f51	Ezek.40.5	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:1f4f71da1a5b	synodal:noun:wikt-1f4f71da1a5b	sense:v03:1f4f71da1a5b	ладїи	noun	lexical-form	ладїи	ладїи̑	boat; ship	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1f4f71da1a5b6276680df968	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:dd1fe0be11d72729bbf8a7ba	II_Macc.12.6	rejected	synodal-russian	Rejected: surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
review:v03:1fa2b9d72fa1	synodal:adverb:wikt-1fa2b9d72fa1	sense:v03:1fa2b9d72fa1	вельми	adverb	indeclinable	вельми	вельмѝ	strongly, loudly; very, very much	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1fa2b9d72fa13cdc8bdf9ede	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:ce4ad1330331f2bd9aba8a44	Dan.6.23	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
review:v03:217128dc4931	synodal:noun:wikt-217128dc4931	sense:v03:217128dc4931	зачало	noun	lexical-form	зачало	Зача́ло	pericope	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:217128dc493124160e0ecf04	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:8f34d866256794f7f3ef778f	Acts.2.1	reviewed	synodal-russian	Reviewer confirmed the source-partition Synodal context and conservative OCS sense continuity; exact lexical evidence only, with no productive class inferred.
