packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-4c0f3b858a981472	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-fc397a3dc5e7c314	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-bf3804b7e0e2a38c	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-932a1c48df5a0e86	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-4108785bc7e3a42a	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-03fdbafdf0570fb4	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-67f43a1e5f7f834c	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-800e8b33073e614f	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-6aecad17260dbf25	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-01b6f23aa3a5ffcf	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-2a2c51f4c4edda12	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-763656cf1320acc7	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-51de40101cb7c48b	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-f8ee702b94fda4d1	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-6416f15ddefdef7d	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-01aca0c6105873a6	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-4b2c97a0922b95d3	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-59127960c62b6b1b	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-dfdfb17449326484	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-59528df807106344	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-2f222c92f3e78f3f	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-19cae4f443af99e8	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-24ce4f06b7f3477a	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-4da7b919c2ed3767	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-ee0b9df41c86b053	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-f13582f88b31e118	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-495493c11b5f10e3	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-abe55a86762163e1	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-347d45429b954501	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-c560358998f126d2	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-ec70b29c45f37029	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-62c4a50c2ce01228	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-22a978c4b272cdf2	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-515fac77a61f6663	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-07aa197f193209db	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-4b449e0715ff88e1	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-964d61fab8b077e9	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-8ad4abdc30ec1ec1	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-4cb1794687f75c2a	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-ed9df2cac818b399	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-ffdb525e6937e641	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-cf214c5afc89b6a4	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-026e6dc7b26d171d	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-e5b34b5b12b2db1e	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-e6bc9ce8510a291b	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-5a57974fe2ecd408	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-22e4a3b2896e9b38	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-b3cad8b7f79d03e5	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-604f1cfc765e6bcb	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-d59ef2bb3b2e2018	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-9407823555417c9d	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-fd8791e6e827650d	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-cb12fd3fc3c0a2bb	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-b27c7498342bf5b9	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-7f6c317dca6cb6a4	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-533a4bd24c6b7b96	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-d90e6102c35c1e0d	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-01bc9d8bd6cb1e43	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-e28cd3342dfa3e1b	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-76b8243ace25ec24	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-9f8c3bec060b17e9	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-5ed6a48e5816066e	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-651791f408424e9a	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-e0a55fee27d32957	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-610194ba0896686a	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-ed8f4542dcef878a	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-2504537d1e989950	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-acdeb58e81020bc9	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-f535342f057c0bb3	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-c64b662e573bd5aa	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-b9299c8a631a9231	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-733328a8e7e4a2c0	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-301e51f180f063c5	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-437524ec0f7e508d	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-f675709fb352c737	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-ed5a709aa74dbfa0	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-710981b0be1fd7e4	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-acbc66703bebc3ad	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-7a9afc1a2fbc7058	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-645a39b631f2e448	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-2fedc92076dc65c1	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-63732d4d9f7fe8e5	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-3f50d9e4c26a56b0	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-b451c1b91f9072bd	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-812274bb14b9f9c7	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-2a106e2e06ace13e	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-9361b17329cc02b1	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-c25ac36e95b0cc34	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-c4eaafb0f9425842	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-dcd2d97bb5e7bd1a	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-90e579e8145f34bd	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-7bb97b2c95fcb7ae	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-17194145222a2b4d	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-a0f461cd7e0f1b50	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-398a7c0750faaa6f	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-8a02876186fefd33	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-d1bd080f01b4f754	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-90fcac28a5eb2423	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-a16e28aa98d9eb0a	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-8926c6ed60714f64	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-84d0b890dcad5cc8	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-491ebad268a7efa7	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-4146a9b0421c6031	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-02b036b065c041cd	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-cd1b830506e8b85a	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-fa795e4cbb6b83be	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-489f4d4ecba8b911	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-73fbaa79ac34163b	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-c0ff7ed4ddcead81	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-87db92cb62eb04fc	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-0a35bc32f756c5d3	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-60b5c1905371b1c0	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-b5a5ec7df7672cfc	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-03d8ff2ce1fe5ab1	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-ffdb964035a88741	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-5037ddeacdd39a62	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-110d860af379a845	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-996ebb5196d9901a	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-43038957161cdd80	admitted	0		Reviewer confirmed the governed source identity, exact typed cell, bounded orthographic correspondence, source-partition whole-token witness, and passage-disjoint evaluation witness; no sibling cell or productive rule is implied.
v07-exact-878af485b3e02287	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-f2f6fbd6f2bb5aa0	deferred	0	target-cell-adjudication-required	A different source-supported cell for this surface was admitted; this syncretic or competing cell remains deferred until target-context morphology is independently adjudicated.
v07-exact-f2f4f347c67836ef	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-31bf810e22cbb7e5	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
v07-exact-60894d3f0d773673	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-21e3901b11299215	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-719ae736da55bcb6	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-70cc71a8f1472482	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-2eef00aabf799442	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-88a4dcaa1d28f71d	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-8470540db5bfd963	rejected	0	target-context-or-lexical-identity-mismatch	Reviewer rejected this packet because the proposed identity or typed cell does not match the representative Synodal contexts; the unsupported analysis remains abstained.
v07-exact-3da635c806e56bea	deferred	0	typed-abbreviation-expansion-evidence-required	The surface is a contraction under titlo and must be handled by the typed abbreviation registry with explicit expansion evidence, not admitted as an ordinary exact form.
