packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-e39c08f67826c37e	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-e61fd992e75de586	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-6a3136ea7c64897e	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-e33a342a1a7fed4b	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-7b4f23002a7621a2	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-1917c917e0dcb055	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-14c38d0af9aee614	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-7caaabfbb270bcd7	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-e3b0864ecfe7c65f	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-24165c193709eefa	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-56994e8ab4126750	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-2945ba2f3629066c	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-fcb3b5647e07d787	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-cdb1509815ed6514	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-31b1577dabe348ef	rejected	0	held-out-context-cell-mismatch	The passage-disjoint held-out sentence requires a different grammatical cell; this proposal remains unlicensed rather than manufacturing ambiguity.
v07-exact-644d730a1063a7ff	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-91245eaf458ca9a8	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-2cd8219c38f1086b	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-fd6d1210c9522b82	rejected	0	held-out-context-cell-mismatch	The passage-disjoint held-out sentence requires a different grammatical cell; this proposal remains unlicensed rather than manufacturing ambiguity.
v07-exact-42322391c7b2f667	rejected	0	held-out-context-cell-mismatch	The passage-disjoint held-out sentence requires a different grammatical cell; this proposal remains unlicensed rather than manufacturing ambiguity.
v07-exact-3beb7f12ed10b792	rejected	0	held-out-context-cell-mismatch	The passage-disjoint held-out sentence requires a different grammatical cell; this proposal remains unlicensed rather than manufacturing ambiguity.
v07-exact-adc8a3c298b46b9f	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-a63805e36beb96b5	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The held-out target is a different lexeme or part of speech from the proposed analysis; surface similarity does not license this exact form.
v07-exact-236f292f47612fda	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-daeae3c8162a1a6c	deferred	0	exact-typed-cell-or-context-evidence-required	The lexical identity is plausible, but the proposal supplies only a lexical form rather than an independently supported exact inflectional cell; defer until typed evidence is acquired.
v07-exact-5f29c4afccc6e071	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
v07-exact-75b5fd7e7d72d05d	admitted	0		Reviewed the governed semantic identity, source-partition typed cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out syntax and licenses no sibling cell or productive rule.
