packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-2080966a8d3dbab4	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a3ef11e750a3d87f	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-90534b5c87e229c0	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-bdb38094ae9ae5d3	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a553f9dc1e9bf481	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-6aecad17260dbf25	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-81019e2e04afe794	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-f9996ad68a33afd7	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-f7391f36781aea84	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-c5268a88e159f38d	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a8476d6174675765	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-dfdfb17449326484	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-555893590a89ed0a	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-76045b5a1f96e721	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-3732fa10c2c88d62	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-e7fa80f16c537acd	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-523ad0f95fd8de0c	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-067b495d0abbc1f1	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-bb1cfdfb8169741a	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-5f7f9a78561f59ec	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-5301f330e4040fcd	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-d4a584d91d307bab	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-9142a4fc6f162cce	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a5e5a15e1c4cc342	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a27d1b38cbf6ed74	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-0756b6cb55b9ce62	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-958dd56e211c8b0c	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-0e3c924afaeb1e27	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-def55fa9ae496b0e	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-ec80fe1a7153326e	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-f662b6073e354ddd	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-c365a6db8a20a630	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-5b203789308965e8	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-bbcbd6dc8a6d0396	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-0a106a18c6d11b2f	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-6e281e4fe6557784	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-b9299c8a631a9231	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-733328a8e7e4a2c0	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-3e0b4ae37a94a1e4	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-7fde0cc65ee08b2a	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-46efb4d09bf35928	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-830556a04cafe188	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-bfece2c92f69f51e	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-f6a14f2b9cce2834	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-58fdf9fd135891e0	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-dcd2d97bb5e7bd1a	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-90e579e8145f34bd	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-7bb97b2c95fcb7ae	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-3fe4815e6475edaf	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-3ba442ecb4bede29	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-439769e44d4bf926	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-2bf3f2722fa303ce	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-932a1c48df5a0e86	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-4108785bc7e3a42a	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-67f43a1e5f7f834c	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-800e8b33073e614f	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-197478568bcbf877	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-b8e3aaf53998b663	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-71230dcca958874a	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-614d7372b375db5e	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-7097168d7682c80e	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-9ced66c21b96400e	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a2bc32223b694f0b	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-0820d6e091822530	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-0eaa3461a28dc79c	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-3853d0baf880a011	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-05d7738a78f4f5b9	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-11d518f571ec41b2	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-e09b0015c240bfc8	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-816f8a2a66d43c67	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-1835c6173a0d425f	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-475495906302416e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-22fdb79fc537131e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-faec799bb9239cd3	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-2194acc87798df0e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-eb3c8175dcc1a13d	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b008e3f1bf8c290c	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-1990cb7526d728d9	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-45f8fd690b3e6b63	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b9580b1dd72b9666	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-43011601cb97c0aa	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-722990fb47365625	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-efb20fe5a601bb63	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-ec39fd8ff7a35a84	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-d8a2ba99c51d7e4c	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-c7cc72c35cd6f203	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-fe5f1a426ecdc411	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-b0d09866dee4cc8e	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-70bb47cf98e21ad4	deferred	0	unresolved-proper-name-identity-and-cell	The shared surface spans Joseph, Hosea, and Josiah records, while the held-out sentence requires Josiah genitive singular; the available packets do not provide that exact governed pairing.
v07-exact-da6abc5c2e15b4e3	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-3a3e55f806053737	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-397c52b29ea79958	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-063872beeadade5d	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-3625329fec269648	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-3a700c9bcdcbda78	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-e4c1aec07ef670ee	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-8580ae8eba87be26	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-90860d7a4a46a13a	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-2891cbb4ab44cb03	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-6a21fdf62636265b	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-5bb8e650c2f4dd86	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-23f9750e002dc427	rejected	0	held-out-context-cell-mismatch	A different candidate for this surface matches the reviewed held-out context; this competing cell remains unlicensed rather than manufacturing ambiguity.
v07-exact-36018a7b45e7d935	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-2f4b5119d0a225fe	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-5d6448b793c0c8f4	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-edce1957fd64324c	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-46bc1d45e3aeb3f2	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-3ed35689bdb163ba	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-d2a9ffe15b995806	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-3b488370eaebcbac	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-8c7e0e94e48c21ed	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-95168a051761d86e	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-407128e13111a7fc	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-79856b6389b2bff0	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-c3209585ef086b92	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-7ff16b2702219888	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-1f11d6683342daec	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-c89b42a9208b4975	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-9611208c05ddeb95	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-12a1d86004bac6ee	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-d2aa10965eb63bfd	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-dc5a58b665cd0d15	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-808cca8c9d2b692e	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-085ec7e9c4501275	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-97e686acbdb72df2	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-1f02fba63933bc06	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-a7a6342f779cdf39	rejected	0	lexical-semantic-or-part-of-speech-mismatch	The proposed source analysis is a different lexeme, sense, or part of speech from the target occurrence; surface similarity is not identity evidence.
v07-exact-1ec65ce1b1d2f119	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-7dbc234fd83ff05d	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-28949e0c5bbbd845	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-481b987868d5ce7d	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-a7f8285577d556af	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
v07-exact-67db751e7ce736b3	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-43e713f0d384897d	rejected	0	held-out-context-cell-mismatch	The proposed cell is source-attested but does not parse the selected passage-disjoint evaluation sentence; a surface match alone cannot license this evaluation or runtime row.
v07-exact-c64e750546438e11	deferred	0	exact-typed-cell-or-context-evidence-required	The source offers only an untyped lexical form or a cell that does not match the held-out sentence; retain the candidate without licensing runtime behavior.
v07-exact-b010d998920d7197	admitted	0		Reviewed the governed lexical identity, exact source-partition cell, NFC target witness, and passage-disjoint held-out sentence; the selected cell matches the held-out context and licenses no sibling cell or productive rule.
