review_id	lexeme_id	sense_id	lemma	part_of_speech	cell	expanded	printed	gloss	domains	semantic_source_id	semantic_candidate_id	attestation_source_id	attestation_candidate_id	citation	decision	target_recension	review_note
review:v07:0f52d74a89ff34dd	synodal:verb:v07-372b58779d23aeda	sense:v07:0f52d74a89ff34dd	бꙑвати	verb	lexical-form	бываетъ	быва́етъ	to be; to become	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:bf3471e1392ee45286be02c7	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0502cd02a9518d56059cff83	Prov.10.5	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:11488e3e30e5d479	synodal:pronoun:v07-97002c43d9dd87c3	sense:v07:11488e3e30e5d479	овъ	pronoun	lexical-form	ѻвъ	Ѻ҆́въ	that; this	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:074f45899508dc1d5d17fcc1	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:4b104ca8f99506b5a91e893e	Rom.14.5	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:11591759308eefa4	synodal:verb:v07-f40bf5c095d40411	sense:v07:11591759308eefa4	избьрати	verb	lexical-form	избра	И҆збра̀	to choose; to collect	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:c38c926afdcb2158a7ae9217	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:a2fc0f9bf79deb57d7b0bb2b	Sirach.45.20	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:122438e96e625b38	synodal:noun:v07-89ec0be3495373c3	sense:v07:122438e96e625b38	ограда	noun	lexical-form	ѡграды	ѡ҆гра́ды	enclosure; fence	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:1f1ec9a47a18a121a5535721	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:17ccd8604d52de5b9c44474f	Eph.2.14	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:132597ac0246a38b	synodal:verb:v07-553feeb14b8be67e	sense:v07:132597ac0246a38b	събрати	verb	lexical-form	собра	Собра́	collect, gather	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:5940de5ecf09d4c1d9d46312	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:098069e2b126ff5b0d2a48b1	Gen.29.22	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:151cb836c28c6109	synodal:noun:v07-256e70c23b1ca476	sense:v07:151cb836c28c6109	правьда	noun	lexical-form	правдꙋ	Пра́вдꙋ	justice; righteousness; law	general	dyachenko-1900-scan	synodal:candidate:60ea154b25acaa0f986348e2	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:6ddfe785488e128636a9c8ad	Psalm.39.10	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:166272422b835260	synodal:verb:v07-07d4e5f8f9c7c557	sense:v07:166272422b835260	прѣбꙑти	verb	lexical-form	пребысть	Пребы́сть	remain, abide	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:6b5b796620fdc280b0676e2e	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:3617854081c1013282eea90b	Acts.18.11	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:172ced65acc0beb5	synodal:preposition:v07-e641383a9b5b2cdc	sense:v07:172ced65acc0beb5	вънѫтрь	preposition	indeclinable	внꙋтрь	внꙋ́трь	within, inside, in	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:6d14c13c8325a617e6491915	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:04baafc8625fe39c88b16d8b	Acts.5.23	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:175fc89e473d10a8	synodal:noun:v07-35d61ae8e4953502	sense:v07:175fc89e473d10a8	пѣсъкъ	noun	lexical-form	песокъ	песо́къ	sand	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:a1757a73ce770429befd9c9f	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:032a6942f2ef6edda57ebd78	Gen.13.16	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:1988b0a7c0eab961	synodal:noun:v07-e80169fd28069c97	sense:v07:1988b0a7c0eab961	вельможа	noun	lexical-form	вельмѡжи	вельмо́жи	aristocrat	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:24305800f407fe23bfbd2ac3	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0424ba632fe2dc12f37d8b34	II_Esdra.3.21	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:19985faa4daaea1c	synodal:noun:v07-f88e26ff12940757	sense:v07:19985faa4daaea1c	въстокъ	noun	lexical-form	востѡкъ	восто́къ	east; rising	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:fe1b722d3e4b9084296a2d35	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0508932faaf1a0b3dad00b60	Num.21.11	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:19fba8e2a866fad2	synodal:noun:v07-bcdc26825740ef65	sense:v07:19fba8e2a866fad2	оумъ	noun	lexical-form	ѹмъ	ѹ҆́мъ	intellect; mind; reason	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:a2e24a94b39a89b946830918	wikisource-church-slavonic-bible-2026-08-09	synodal:candidate:056caed3e6cdd622f9332412	Ex.35.29	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:1c32ee22cb3a840f	synodal:noun:v07-192630368c5da7f3	sense:v07:1c32ee22cb3a840f	ковьчегъ	noun	lexical-form	ковчегъ	ковче́гъ	ark; box; coffer; urn	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:5f0b927ca7bfb0bc3486c002	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:1c9036d6b21ed25938ef1662	Deut.10.2	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:1c77f606595516c5	synodal:numeral:v07-844820c7b6886e88	sense:v07:1c77f606595516c5	въторъ	numeral	lexical-form	втораго	втора́го	second	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:ece63056b07e7354964c300c	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:05b7fab3451736e6cc47b0ce	Ex.29.19	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:1db9af42c14bca36	synodal:noun:v07-b055d996335d7296	sense:v07:1db9af42c14bca36	овьца	noun	lexical-form	ѻвцы	Ѻ҆́вцы	sheep	general	dyachenko-1900-scan	synodal:candidate:ac5d8b92cff10eb792b7d60b	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:c96fefa4129bf401f4d06bd5	Jerem.50.6	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:1e080c41872ad7f0	synodal:noun:v07-39d36c84121a0dd4	sense:v07:1e080c41872ad7f0	звѣрь	noun	lexical-form	ѕвѣрїе	Ѕвѣ́рїе	wild animal	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:9b1228a001c4661e1189a914	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:06f6d6f8e6d169c5af94e058	Epistle.1.67	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:226c8a23492401a8	synodal:verb:v07-8121e6caa4d6daa8	sense:v07:226c8a23492401a8	съзьдати	verb	lexical-form	созда	Созда́	to create	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:a8c72d3a301cf3c512895525	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:6b6326bba880500d896a6b27	II_Paral.26.9	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:244f88eb6a6efa20	synodal:proper-noun:v07-25a23d2233c45069	sense:v07:244f88eb6a6efa20	Иꙗковъ	proper-noun	lexical-form	іакѡвъ	І҆а́кѡвъ	a male given name from Ancient Greek, equivalent to English Jacob	person,name	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:a3e36418af65b6fce471dfc3	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:68184ba279d6c29b58d6b35e	Isa.42.1	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:27bee87bb33d86f4	synodal:noun:v07-9e67fe4feee072bd	sense:v07:27bee87bb33d86f4	сьребро	noun	lexical-form	сребро	Сребро̀	silver	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:3ec609d79d7fa3ff3e7f8789	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0a6765bfc2d3b9174c96086e	Prov.26.23	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:281929d4ef06c1ec	synodal:noun:v07-74a224dbae96e363	sense:v07:281929d4ef06c1ec	помощьникъ	noun	lexical-form	помощникъ	Помо́щникъ	helper, assistant	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:2000dba090b4cc47f307ebaa	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:20f0a9d5664012242edeebd0	Psalm.58.17	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:28508b2ee6995819	synodal:noun:v07-45ef2bf40613fb0d	sense:v07:28508b2ee6995819	жрѣбии	noun	lexical-form	жребїй	жре́бїй	dice	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:e20bb8ecd6be45d3dda7dc34	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:00fb98f50ec12c6968e01d1a	Lev.16.8	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:285620e1ef098914	synodal:verb:v07-af1ff5ce06971a63	sense:v07:285620e1ef098914	тещи	verb	lexical-form	тече	течѐ	to flow	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:cd9e1e4dd37e37ee91659eb5	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:033cffc116e9c04b3b1f7adc	Lk.24.12	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:29cbfe890fe98dda	synodal:verb:v07-15e3f31915cf0144	sense:v07:29cbfe890fe98dda	довьлѣти	verb	lexical-form	довлѣетъ	Довлѣ́етъ	to be enough, to satisfy; to stick to something	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:7f02533e8c6fc5bdd5ce9bdd	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:dfbcc406adeaf22c2d4cb028	I_Pet.4.3	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:2a6ae84f6dcb4432	synodal:noun:v07-51a011907839a167	sense:v07:2a6ae84f6dcb4432	слъньце	noun	lexical-form	солнце	Со́лнце	sun (Earth's star)	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:32e6964bf787549f97e44734	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:21940298d97f154292885adf	Gen.19.23	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:2b532cbd0039eb51	synodal:verb:v07-e7de56512e7c46b8	sense:v07:2b532cbd0039eb51	отъвѣщати	verb	lexical-form	ѿвѣща	Ѿвѣща̀	to respond, answer	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:d4f00bd42e27061f88c88ae9	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0d2cbb65c140386e03beae2c	Jn.8.19	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:2e3ea04fe258a8c0	synodal:verb:v07-eb0cb66022096836	sense:v07:2e3ea04fe258a8c0	поразити	verb	lexical-form	порази	порази́	to strike; smite; wound	general	dyachenko-1900-scan	synodal:candidate:993f4bf082c9864bc00c50f5	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:980a3aed4a04625abb20df0d	Job.16.10	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:2f6a55444c20a643	synodal:noun:v07-e739226c9546e1aa	sense:v07:2f6a55444c20a643	дръва	noun	lexical-form	дрова	дрова̀	wood	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:d57118be246989caa8b7c4ee	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:054fee44daa2b222db809e65	II_Kings.24.22	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:2f79343e6f61491d	synodal:verb:v07-6d45884d5d054202	sense:v07:2f79343e6f61491d	възити	verb	lexical-form	взыдоша	взыдо́ша	to arise, to grow forth; to go out, to leave; to go up, to ascend	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:b5ea78bf29a8a2d5fe2bc954	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0279c5a00302fde2cde4b971	Jerem.19.5	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:30f036eb62acb097	synodal:noun:v07-2375e637030bc83a	sense:v07:30f036eb62acb097	прѫгъ	noun	lexical-form	прꙋзи	прꙋ́зи	locust	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:5e4e38a1fb37a4429ee726cb	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:062d17f485e520c45df01fde	Judg.7.12	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:317d3cb70f6c924a	synodal:noun:v07-6b68e3c8ab1b77c2	sense:v07:317d3cb70f6c924a	источьникъ	noun	lexical-form	источникъ	И҆сто́чникъ	spring, source	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:421318ff326009d601d828f5	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:918aef55dadd364055e38028	Prov.5.18	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:3368716a47d98d4a	synodal:noun:v07-fd2e5efc6bd57112	sense:v07:3368716a47d98d4a	гръдꙑни	noun	lexical-form	гордыни	горды́ни	pride	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:d41e565fafc7afd88704b802	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:08bd532f4647135cb657847c	II_Macc.9.7	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:336f0751344c4fea	synodal:noun:v07-4ea57e089679d12a	sense:v07:336f0751344c4fea	скръбь	noun	lexical-form	скорби	Скѡ́рби	grief, sorrow	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:20e7cd7a75e9508dc209f828	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:ad0a23f1c74dd5b718f8dd4b	Psalm.24.17	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:34dd810faafd3a7f	synodal:verb:v07-954adb236e8277e5	sense:v07:34dd810faafd3a7f	отъвратити	verb	lexical-form	ѿврати	Ѿвратѝ	to turn away, to give up; to turn, to refuse	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:5b0cbd8d171f996739f2bbbd	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:34e42c5ca26cfbf384d9a65f	Jerem.2.25	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:350c545219536776	synodal:pronoun:v07-2f384f6138f1b4bd	sense:v07:350c545219536776	нань	pronoun	lexical-form	нань	на́нь	upon him (accusative of и (i))	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:9e2f8756f69be59852a33653	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0060991481371cf24f3aa914	Jerem.50.29	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:37220b5de8b84cae	synodal:noun:v07-a23d3fc4f7962988	sense:v07:37220b5de8b84cae	троудъ	noun	lexical-form	трꙋдъ	трꙋ́дъ	labour	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:059605bc7fcdbc6aff1d1975	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0765b66d4a4f401a943744e4	Psalm.24.18	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:393f04be4c8c3deb	synodal:noun:v07-1433d60070cbd258	sense:v07:393f04be4c8c3deb	домове	noun	lexical-form	домове	До́мове	nominative plural of домъ (domŭ)	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:0d71c7f909a7eedebef65888	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:0fd82daea0faa70af286f772	Prov.14.11	rejected	synodal-russian	Corrective identity review found домове is a nominative plural form of the existing домъ lexeme, not an independent lexical identity.
review:v07:393f555427271d07	synodal:noun:v07-db06c7a6afdd2e88	sense:v07:393f555427271d07	дъщи	noun	lexical-form	дщерь	Дще́рь	daughter	general	dyachenko-1900-scan	synodal:candidate:7e8ffdfb5828e55ff2b8e851	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:23d3fcad90436c093f6dd443	Ezek.16.45	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:3a020b19a457a576	synodal:noun:v07-e9a3939d37e191d7	sense:v07:3a020b19a457a576	благодать	noun	lexical-form	благодать	Благода́ть	grace; mercy	general	dyachenko-1900-scan	synodal:candidate:7c52a4996bfe1704689013fd	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:95a7084c19bfcbc4657a3c08	Sirach.40.17	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
review:v07:3b369133194baa43	synodal:noun:v07-c56f014c9d6102d1	sense:v07:3b369133194baa43	любꙑ	noun	lexical-form	любовь	любо́вь	love	general	english-wiktionary-ocs-kaikki-2026-08-07	synodal:candidate:c9fefb1af3751967e3ff975a	ponomar-elizabeth-bible-2026-08-09	synodal:candidate:02d22ccd7a8f93d7bbfc763b	II_Cor.2.8	reviewed	synodal-russian	Reviewer confirmed the source-partition lexical and semantic identity, the independent exact Synodal whole-token witness, and the bounded historical spelling continuity. Only the separately listed exact cells are admitted.
